Data,Est.class,Peak,AR,Dimming
2022-9-23,C2,03:42,AR3107,22
2022-9-23,C2,05:38,,104
2022-9-23,C1,09:48,AR3107,35
2022-9-23,M1,18:16,,80
2022-9-23,C2,22:48,AR3107,56
2022-9-24,C2,02:44,AR3107,89
2022-9-24,C1,03:38,AR3107,15
2022-9-24,C1,07:06,AR3107,13
2022-9-24,C2,13:28,AR3107,41
2022-9-24,C3,16:12,AR3107,29
2022-9-24,C5,17:26,AR3110,52
2022-9-24,C2,18:50,AR3107,19
2022-9-25,C2,06:36,AR3107,30
2022-9-25,C1,07:08,AR3110,20
2022-9-26,C2,09:20,AR3107,31
2022-9-26,C1,21:18,AR3107,25
2022-9-27,C2,04:40,AR3107,21
2022-9-27,C2,06:54,AR3107,23
2022-9-27,C2,12:04,AR3107,19
2022-9-27,C2,20:00,AR3105,13
2022-9-27,C1,23:10,AR3105,12
2022-9-28,C1,00:48,AR3107,41
2022-9-29,C1,15:08,AR3105,6
2022-9-29,C2,20:46,,43
2022-9-30,C4,04:26,,150
2022-9-30,C4,07:16,,44
2022-9-30,C4,14:30,,200
2022-9-30,C7,16:26,,73
2022-9-30,C5,17:58,,37
2022-9-30,C1,18:08,AR3110,7
2022-10-1,C2,05:00,AR3107,17
2022-9-30,C3,08:24,,580
2022-10-1,C1,17:42,AR3112,211
2022-10-1,C1,18:06,AR3111,4
2022-10-1,M2,20:14,AR3110,32
2022-10-2,C1,01:40,AR3112,41
2022-10-2,M4,02:24,AR3110,56
2022-10-2,C1,06:30,,143
2022-10-2,C6,14:22,AR3112,156
2022-10-2,C4,15:12,AR3107,23
2022-10-2,C6,15:50,AR3112,52
2022-10-2,C3,18:14,AR3110,34
2022-10-2,M7,20:30,AR3110,72
2022-10-2,M2,20:42,AR3112,134
2022-10-2,C5,23:10,AR3112,67
2022-10-3,M2,02:58,AR3112,45
2022-10-3,C3,03:58,AR3112,48
2022-10-3,C1,08:18,AR3112,18
2022-10-3,M2,10:14,AR3110,123
2022-10-3,C6,11:16,AR3110,35
2022-10-3,C2,12:30,AR3110,39
2022-10-3,C7,15:38,AR3112,73
2022-10-3,C2,16:10,AR3112,22
2022-10-3,C3,19:58,AR3112,27
2022-10-3,C7,21:26,AR3110,77
2022-10-3,C8,22:12,AR3112,80
2022-10-4,C1,00:52,AR3112,17
2022-10-4,M1,13:24,AR3110,78
2022-10-5,C2,02:22,AR3112,32
2022-10-5,C2,06:22,AR3116,10
2022-10-5,C1,09:00,AR3110,15
2022-10-5,C1,11:04,AR3116,12
2022-10-5,C1,19:32,AR3112,22
2022-10-5,C1,20:24,,16
2022-10-6,C1,23:20,AR3116,19
2022-10-7,C1,12:34,AR3112,38
2022-10-7,C4,15:00,AR3116,76
2022-10-7,C1,19:02,AR3112,17
2022-10-8,C3,00:44,AR3112,14
2022-10-8,C1,09:40,AR3112,7
2022-10-8,C1,16:30,AR3116,33
2022-10-9,C1,08:16,AR3112,20
2022-10-9,C1,10:44,AR3112,35
2022-10-9,C1,14:32,AR3112,26
2022-10-9,C2,22:16,AR3119,29
2022-10-9,C4,00:52,AR3112,62
2022-10-10,M1,16:36,AR3112,71
2022-10-10,C1,19:24,AR3116,13
2022-10-10,C1,23:24,AR3116,18
2022-10-11,M3,08:44,AR3116,12
2022-10-11,M1,10:54,AR3116,8
2022-10-11,C1,16:54,AR3112,31
2022-10-11,C3,18:20,AR3116,9
2022-10-11,C2,19:32,AR3119,17
2022-10-11,C2,21:26,AR3119,14
2022-10-12,C1,09:38,AR3112,35
2022-10-12,C3,14:20,AR3116,9
2022-10-13,M1,00:32,AR3112,45
2022-10-13,C1,02:06,AR3112,93
2022-10-13,C1,04:50,AR3119,13
2022-10-13,C3,09:22,AR3119,18
2022-10-13,C1,17:32,AR3119,11
2022-10-13,C1,22:16,,18
2022-10-14,M1,10:18,,58
2022-10-15,C4,14:50,,43
2022-10-17,C1,17:36,AR3124,121
2022-10-19,C1,21:46,,9
2022-10-20,C4,03:30,,24
2022-10-20,C1,06:54,,64
2022-10-20,C2,17:14,,118
2022-10-20,C1,21:02,,80
2022-10-21,C1,07:24,,28
2022-10-22,C1,02:02,,56
2022-10-22,C2,03:06,AR3125,26
2022-10-22,C2,06:10,,96
2022-10-24,C2,08:04,AR3126,10
2022-10-24,C1,13:56,AR3126,35
2022-10-25,C3,15:22,,23
2022-10-25,C2,19:06,,18
2022-10-26,C4,12:46,AR3133,17
2022-11-4,C4,07:56,,43
2022-11-6,C2,17:42,AR3141,57
2022-11-7,M5,00:14,AR3141,12
2022-11-7,C1,00:46,AR3141,26
2022-11-9,C2,20:12,,30
2022-11-11,C2,01:38,AR3141,15
2022-11-11,C1,04:42,AR3141,14
2022-11-11,C5,07:16,AR3141,12
2022-11-11,C3,09:12,AR3141,8
2022-11-11,C4,11:42,AR3141,16
2022-11-11,C2,18:38,AR3141,9
2022-11-12,C7,00:22,AR3141,12
2022-11-12,C2,02:26,AR3141,8
2022-11-12,C1,15:00,AR3141,34
2022-11-12,C1,17:00,AR3140,94
2022-11-12,C2,18:06,AR3141,20
2022-11-13,C2,06:24,AR3141,5
2022-11-13,C1,13:04,AR3145,12
2022-11-13,C2,00:54,AR3140,345
2022-11-14,C1,17:30,AR3140,67
2022-11-14,C2,18:34,AR3140,56
2022-11-14,C1,21:58,AR3140,29
2022-11-14,C1,00:52,AR3140,70
2022-11-15,C3,05:58,AR3140,164
2022-11-15,C2,11:06,AR3140,43
2022-11-15,C1,15:24,AR3145,92
2022-11-15,C1,21:50,AR3145,80
2022-11-16,C1,08:20,AR3140,124
2022-11-17,C4,09:38,,40
2022-11-17,C1,12:42,,157
2022-11-17,C1,19:14,,60
2022-11-17,C4,00:08,,41
2022-11-18,C3,09:18,,26
2022-11-18,C3,10:50,,25
2022-11-18,C2,11:30,AR3146,14
2022-11-18,C2,19:12,AR3146,55
2022-11-18,C1,00:04,AR3148,21
2022-11-19,C2,01:40,AR3148,16
2022-11-19,C4,06:28,AR3150,45
2022-11-19,C7,13:02,AR3150,52
2022-11-20,C2,06:16,AR3150,41
2022-11-21,C2,03:50,AR3149,18
2022-11-22,C5,07:32,AR3151,23
2022-11-22,C2,07:58,AR3151,14
2022-11-22,C3,19:12,AR3151,19
2022-11-23,C1,01:16,AR3151,11
2022-11-29,C3,14:04,,55
2022-11-30,C2,14:54,,18
2022-11-30,C2,17:12,,7
2022-12-1,C7,07:26,AR3152,80
2022-12-2,C2,02:10,AR3153,27
2022-12-2,C4,09:22,,11
2022-12-3,C1,06:28,,32
2022-12-3,C1,11:18,,54
2022-12-3,M1,17:42,,6
2022-12-5,C1,17:12,AR3158,23
2022-12-7,C3,13:06,AR3157,19
2022-12-9,C2,12:24,,91
2022-12-9,C3,16:58,,113
2022-12-9,C2,21:58,,24
2022-12-10,C3,07:00,,91
2022-12-10,C2,10:28,AR3161,15
2022-12-10,C3,10:54,,89
2022-12-10,C3,16:30,,55
2022-12-10,C1,18:18,,35
2022-12-10,C2,20:48,AR3161,10
2022-12-10,C1,20:54,,58
2022-12-12,C2,15:10,AR3166,20
2022-12-14,C2,04:14,,40
2022-12-14,C9,07:46,AR3165,122
2022-12-14,C4,08:36,,23
2022-12-14,C5,09:32,AR3165,49
2022-12-14,M2,12:34,AR3165,113
2022-12-14,M2,15:00,AR3165,50
2022-12-14,C2,15:38,AR3163,25
2022-12-14,C1,16:14,,14
2022-12-14,C7,17:16,AR3165,80
2022-12-14,C5,21:04,AR3165,74
2022-12-14,M2,22:14,AR3165,63
2022-12-14,C7,01:48,AR3165,91
2022-12-15,C2,02:56,AR3165,28
2022-12-15,C4,05:32,AR3165,78
2022-12-15,C7,07:16,AR3165,82
2022-12-15,C1,10:34,,25
2022-12-15,C6,10:36,AR3165,75
2022-12-15,C3,12:08,AR3165,21
2022-12-15,C7,14:30,AR3165,101
2022-12-15,C2,16:18,,19
2022-12-15,C4,17:10,AR3163,85
2022-12-15,C7,17:36,AR3165,116
2022-12-15,C2,21:10,AR3163,140
2022-12-15,M2,23:04,AR3165,132
2022-12-16,C2,02:04,,13
2022-12-16,M1,02:18,AR3165,73
2022-12-16,C2,03:04,AR3163,26
2022-12-16,C2,03:32,AR3165,38
2022-12-16,C1,04:18,,12
2022-12-16,C1,05:00,AR3168,9
2022-12-16,C4,05:06,,24
2022-12-16,C2,05:26,AR3163,46
2022-12-16,C6,06:04,AR3165,72
2022-12-16,C7,07:44,AR3165,49
2022-12-16,M1,09:08,AR3165,38
2022-12-16,M2,10:26,AR3165,44
2022-12-16,C5,11:42,AR3165,30
2022-12-16,M1,15:06,AR3165,116
2022-12-16,C4,19:14,AR3165,98
2022-12-16,C4,23:42,AR3165,139
2022-12-17,C4,01:10,AR3165,20
2022-12-17,C3,01:56,AR3165,31
2022-12-17,C2,17:38,,22
2022-12-17,C6,19:58,,20
2022-12-18,C2,01:30,AR3169,48
2022-12-18,C1,05:02,AR3169,54
2022-12-18,C1,08:20,AR3169,56
2022-12-18,C4,10:12,AR3162,18
2022-12-18,C2,14:16,AR3169,63
2022-12-18,C1,20:06,AR3162,25
2022-12-19,C2,10:44,AR3169,70
2022-12-19,C5,12:02,AR3167,78
2022-12-19,C4,14:36,AR3169,50
2022-12-19,C2,18:52,AR3163,21
2022-12-19,C1,21:02,AR3169,23
2022-12-19,C2,22:36,,35
2022-12-19,C5,00:14,AR3169,52
2022-12-20,C1,04:12,AR3171,18
2022-12-20,C5,06:00,AR3169,38
2022-12-20,C1,07:52,AR3169,10
2022-12-20,C4,09:02,AR3170,39
2022-12-20,C8,14:16,AR3169,25
2022-12-21,C2,05:20,AR3169,9
2022-12-21,C5,06:32,,35
2022-12-21,C3,21:08,AR3169,30
2022-12-21,C5,22:44,AR3169,41
2022-12-22,C1,15:02,AR3171,5
2022-12-23,C3,14:54,AR3171,23
2022-12-24,C2,04:18,AR3169,8
2022-12-24,C1,00:00,AR3169,32
2022-12-25,C1,00:56,,13
2022-12-25,C4,07:04,AR3169,11
2022-12-25,C2,18:44,,33
2022-12-25,C1,00:08,,73
2022-12-26,C1,17:00,AR3169,18
2022-12-26,C9,01:00,AR3176,244
2022-12-27,C4,03:12,AR3176,79
2022-12-27,C6,08:28,AR3176,148
2022-12-27,C2,09:28,AR3169,14
2022-12-27,C5,16:32,AR3169,22
2022-12-27,C1,18:16,,50
2022-12-28,C2,03:18,,55
2022-12-29,C9,07:40,,86
2022-12-29,C2,11:28,,44
2022-12-29,C1,14:18,,28
2022-12-29,M2,18:42,,73
2022-12-29,C1,23:08,,25
2022-12-30,C2,08:32,,60
2022-12-30,C1,09:10,,54
2022-12-30,C6,11:20,,20
2022-12-30,C2,14:10,,29
2022-12-30,M1,15:30,AR3176,6
2022-12-30,C1,19:12,AR3176,5
2022-12-30,M1,19:44,AR3176,37
2022-12-31,C4,02:54,AR3180,44
2022-12-31,C2,11:40,AR3180,28
2022-12-31,C4,22:06,AR3180,37
2023-1-1,C1,02:34,AR3176,17
2023-1-1,C1,23:18,AR3176,24
2023-1-2,C4,06:24,AR3176,11
2023-1-2,C1,10:02,AR3180,16
2023-1-2,C2,12:06,AR3180,33
2023-1-2,C1,23:14,AR3180,23
2023-1-4,C1,07:44,,20
2023-1-4,C2,22:14,,1
2023-1-5,C1,02:52,,32
2023-1-5,C4,09:28,,84
2023-1-6,M6,01:38,,57
2023-1-6,C1,03:38,AR3183,15
2023-1-6,C2,18:54,AR3183,10
2023-1-6,C1,20:28,AR3183,13
2023-1-7,C9,00:54,AR3182,34
2023-1-7,C5,11:12,AR3182,32
2023-1-7,C6,17:00,AR3182,36
2023-1-7,C2,18:36,AR3182,48
2023-1-7,C2,21:08,AR3182,21
2023-1-7,C2,22:42,AR3182,94
2023-1-8,C4,03:46,AR3182,65
2023-1-8,C5,05:18,,64
2023-1-8,C3,07:26,AR3182,77
2023-1-8,C9,09:58,,119
2023-1-8,C2,10:38,,29
2023-1-8,C1,11:26,,31
2023-1-8,C2,12:08,AR3182,19
2023-1-8,C2,12:42,,53
2023-1-8,C6,15:14,,53
2023-1-8,C6,19:24,,65
2023-1-9,C2,00:46,AR3182,20
2023-1-8,C7,01:20,,64
2023-1-9,C2,02:10,,19
2023-1-9,C1,02:12,AR3181,34
2023-1-9,C9,09:04,AR3181,91
2023-1-9,C1,09:10,AR3184,34
2023-1-9,C4,13:24,AR3181,25
2023-1-9,C2,16:50,AR3181,21
2023-1-9,M7,18:50,AR3184,182
2023-1-9,C1,21:02,,29
2023-1-9,C2,23:02,AR3181,61
2023-1-10,M2,00:20,,32
2023-1-10,C1,00:56,AR3181,26
2023-1-10,C2,02:18,AR3184,46
2023-1-10,M1,02:52,AR3181,43
2023-1-10,C1,08:18,AR3184,13
2023-1-10,C2,09:08,,83
2023-1-10,C5,11:10,AR3184,16
2023-1-10,C1,12:22,,12
2023-1-10,C1,12:48,AR3185,4
2023-1-10,C2,14:48,AR3184,8
2023-1-10,C8,17:32,,167
2023-1-10,C3,17:50,AR3184,15
2023-1-10,M4,22:50,,12
2023-1-10,C1,00:02,AR3182,13
2023-1-10,M2,01:06,AR3186,106
2023-1-11,C2,01:28,AR3182,17
2023-1-11,M5,02:00,AR3184,26
2023-1-11,C3,03:42,AR3182,23
2023-1-11,C8,06:20,AR3181,56
2023-1-11,C1,07:28,AR3186,30
2023-1-11,C5,08:34,AR3186,37
2023-1-11,C3,21:06,AR3184,16
2023-1-12,C1,00:46,AR3186,55
2023-1-12,C1,02:10,AR3181,38
2023-1-12,C2,03:44,AR3181,5
2023-1-12,C9,07:00,AR3186,67
2023-1-12,C1,07:54,AR3184,16
2023-1-12,C7,11:38,AR3181,50
2023-1-12,C5,15:04,AR3182,24
2023-1-12,C2,16:00,AR3182,7
2023-1-12,C1,16:44,AR3186,100
2023-1-12,C6,19:20,AR3182,36
2023-1-12,C3,21:08,AR3186,38
2023-1-12,C3,22:28,AR3182,21
2023-1-13,C2,02:50,,8
2023-1-13,C4,03:00,AR3186,37
2023-1-13,C2,03:22,AR3186,22
2023-1-13,C1,04:54,AR3186,12
2023-1-13,C2,09:42,AR3182,44
2023-1-13,M2,10:18,AR3181,6
2023-1-13,C3,15:12,AR3184,18
2023-1-13,C2,17:04,AR3182,50
2023-1-13,C2,20:54,,157
2023-1-13,C1,21:36,AR3184,31
2023-1-13,C6,02:18,AR3191,232
2023-1-14,C2,11:36,AR3182,42
2023-1-14,C1,11:46,AR3192,15
2023-1-14,C2,15:12,AR3182,39
2023-1-14,M3,21:14,AR3182,95
2023-1-14,C1,00:12,AR3190,14
2023-1-14,C1,00:42,AR3182,58
2023-1-15,M3,03:46,AR3191,96
2023-1-15,C1,07:30,AR3182,12
2023-1-15,C1,11:14,AR3192,36
2023-1-15,C1,12:12,AR3191,20
2023-1-15,C1,13:38,AR3192,33
2023-1-15,M3,14:34,AR3190,90
2023-1-15,C2,15:04,AR3182,25
2023-1-16,C2,05:24,AR3182,24
2023-1-16,C6,09:30,AR3182,30
2023-1-17,C5,00:22,AR3192,33
2023-1-17,C2,15:22,AR3182,19
2023-1-17,C8,23:32,AR3190,56
2023-1-18,C2,05:20,AR3192,18
2023-1-18,C6,10:38,AR3190,17
2023-1-18,C4,11:28,AR3190,44
2023-1-18,C2,14:42,,10
2023-1-18,C1,15:34,AR3192,7
2023-1-18,C4,20:48,AR3192,10
2023-1-19,C1,03:56,AR3192,12
2023-1-19,C9,04:04,AR3196,14
2023-1-19,C3,05:40,AR3190,47
2023-1-19,M1,10:14,AR3196,30
2023-1-19,C1,11:04,AR3196,7
2023-1-19,C2,15:44,AR3190,30
2023-1-19,C1,23:18,,25
2023-1-20,C2,01:50,AR3190,33
2023-1-20,C1,12:58,AR3190,12
2023-1-20,C1,14:16,AR3190,17
2023-1-20,C3,22:48,AR3192,7
2023-1-21,C1,05:42,AR3184,9
2023-1-21,C1,09:48,,29
2023-1-21,C2,16:54,AR3192,25
2023-1-21,C1,20:22,AR3194,17
2023-1-22,C3,02:20,AR3192,13
2023-1-22,C1,08:48,AR3194,23
2023-1-22,C4,10:58,AR3192,18
2023-1-22,C1,11:54,AR3194,20
2023-1-22,C4,12:30,AR3194,41
2023-1-22,C1,14:16,AR3194,22
2023-1-22,C2,15:24,AR3194,36
2023-1-22,C6,17:08,AR3194,28
2023-1-22,C3,21:34,AR3194,56
2023-1-22,C3,22:26,AR3191,81
2023-1-22,C2,23:30,AR3192,13
2023-1-23,C1,17:14,AR3190,127
2023-1-23,C2,19:30,AR3194,40
2023-1-24,C4,04:36,AR3194,33
2023-1-24,C2,05:54,AR3194,21
2023-1-24,C2,14:50,AR3192,34
2023-1-24,C1,15:16,AR3192,7
2023-1-24,C1,23:48,AR3192,30
2023-1-25,C1,01:50,,15
2023-1-25,C1,02:58,,59
2023-1-25,C1,03:34,,52
2023-1-25,C2,05:00,,30
2023-1-25,C5,05:00,AR3192,61
2023-1-25,C2,06:18,AR3192,27
2023-1-25,C7,09:58,AR3192,42
2023-1-25,M2,10:18,,123
2023-1-25,C2,15:02,,30
2023-1-25,C4,17:10,,31
2023-1-25,C3,17:12,,121
2023-1-25,C1,18:48,,72
2023-1-25,C5,22:38,,31
2023-1-26,M1,13:14,,70
2023-1-26,C1,13:44,,50
2023-1-26,C2,13:46,,11
2023-1-26,C3,15:14,,131
2023-1-27,C1,01:52,,19
2023-1-29,C1,00:16,,11
2023-1-30,C1,06:08,,9
2023-1-30,C1,06:24,,13
2023-1-30,C2,12:16,,20
2023-1-31,C1,19:32,AR3207,10
2023-2-1,C3,18:10,,20
2023-2-1,C4,22:56,,37
2023-2-3,C2,02:56,,46
2023-2-3,C3,16:52,AR3207,13
2023-2-5,C5,03:28,,10
2023-2-5,C4,10:54,AR3211,20
2023-2-6,C4,12:18,AR3211,29
2023-2-6,C1,17:02,AR3209,10
2023-2-7,C1,02:44,AR3216,9
2023-2-7,C3,12:34,AR3213,227
2023-2-7,C2,14:06,,73
2023-2-7,C8,20:08,AR3213,42
2023-2-7,C3,21:44,AR3211,30
2023-2-7,M3,23:08,AR3213,87
2023-2-8,C5,03:06,AR3213,79
2023-2-8,C3,05:28,AR3213,24
2023-2-8,C3,10:36,AR3213,32
2023-2-8,C2,11:46,AR3213,41
2023-2-8,C1,15:08,,15
2023-2-8,C8,16:04,AR3213,65
2023-2-8,C1,16:12,,23
2023-2-8,C1,19:24,AR3211,32
2023-2-8,C7,20:18,,98
2023-2-8,C7,21:46,AR3213,145
2023-2-8,C1,23:42,,29
2023-2-9,C1,01:30,AR3213,42
2023-2-9,C2,03:24,AR3213,57
2023-2-9,M1,03:28,AR3217,89
2023-2-9,C2,06:18,,26
2023-2-9,C2,06:22,AR3213,37
2023-2-9,M1,09:14,,62
2023-2-9,C3,12:26,AR3213,126
2023-2-9,C5,15:00,AR3213,39
2023-2-9,C8,15:30,AR3217,51
2023-2-9,C2,15:54,,34
2023-2-9,C1,18:14,AR3217,17
2023-2-9,C7,18:56,AR3213,105
2023-2-9,C1,22:52,AR3214,6
2023-2-10,M2,03:10,AR3213,84
2023-2-10,C2,05:48,AR3217,21
2023-2-10,C2,08:06,AR3213,6
2023-2-10,C1,09:08,AR3217,12
2023-2-10,C2,10:52,AR3217,6
2023-2-10,C9,16:12,AR3213,94
2023-2-10,C2,22:28,AR3213,42
2023-2-10,C5,22:44,AR3220,10
2023-2-10,C2,22:58,AR3220,25
2023-2-10,C1,00:06,AR3214,17
2023-2-11,C2,06:36,AR3208,20
2023-2-11,M1,08:18,AR3208,28
2023-2-11,C2,09:24,AR3217,21
2023-2-11,C1,10:32,AR3208,66
2023-2-11,C3,11:02,AR3220,22
2023-2-11,C5,11:42,,27
2023-2-11,C3,12:14,AR3216,75
2023-2-11,C1,12:44,AR3208,19
2023-2-11,C4,12:48,AR3217,42
2023-2-11,C2,14:34,AR3208,87
2023-2-11,M7,15:50,AR3217,29
2023-2-11,C5,17:26,AR3208,34
2023-2-11,C1,17:28,,25
2023-2-11,C2,22:58,AR3217,16
2023-2-11,C2,23:10,AR3213,64
2023-2-12,C2,02:00,AR3217,11
2023-2-12,C3,03:54,AR3214,27
2023-2-12,C3,05:46,AR3220,29
2023-2-12,C1,05:56,AR3214,45
2023-2-12,M2,08:50,AR3217,15
2023-2-12,C6,09:30,AR3217,37
2023-2-12,C1,12:04,,61
2023-2-12,C6,13:38,AR3222,44
2023-2-12,C4,16:02,AR3217,39
2023-2-12,C2,17:40,,27
2023-2-12,C2,20:22,,94
2023-2-13,C1,05:00,AR3213,45
2023-2-13,C6,05:34,,110
2023-2-13,C2,06:10,,17
2023-2-13,C1,10:42,AR3213,44
2023-2-13,C2,11:48,,148
2023-2-13,C2,13:30,,25
2023-2-13,C3,15:44,AR3213,27
2023-2-13,C5,16:00,,113
2023-2-13,C4,19:20,,80
2023-2-13,C1,21:48,,27
2023-2-13,C8,02:04,AR3221,128
2023-2-14,C1,05:24,,28
2023-2-14,C5,06:28,,19
2023-2-14,C1,11:20,AR3221,113
2023-2-14,M2,13:04,,71
2023-2-14,C1,17:40,,89
2023-2-14,C3,21:30,,103
2023-2-15,C1,03:38,,3
2023-2-15,M1,05:28,,66
2023-2-15,C2,06:34,,13
2023-2-15,C3,09:32,,113
2023-2-15,C1,14:00,,44
2023-2-15,C1,16:34,,33
2023-2-15,C1,21:16,,7
2023-2-16,C2,00:38,,34
2023-2-16,C1,06:50,,19
2023-2-16,C2,08:44,,31
2023-2-16,C5,11:00,AR3216,78
2023-2-16,C1,11:12,,44
2023-2-16,C5,21:40,,161
2023-2-17,C1,01:36,AR3229,20
2023-2-17,X1,20:40,,427
2023-2-18,C1,08:26,AR3226,10
2023-2-18,C2,12:04,AR3226,13
2023-2-18,C2,18:38,AR3226,6
2023-2-19,C1,04:04,AR3226,7
2023-2-19,C3,08:26,AR3226,34
2023-2-19,C1,19:14,,131
2023-2-19,C1,21:08,AR3229,40
2023-2-19,C1,22:36,,50
2023-2-20,C1,00:10,AR3230,14
2023-2-20,C2,04:58,AR3231,21
2023-2-20,C2,06:12,AR3231,14
2023-2-20,C3,07:12,AR3226,39
2023-2-20,M2,15:00,,34
2023-2-20,C1,17:46,AR3229,52
2023-2-21,C6,04:06,AR3234,28
2023-2-21,C5,04:50,AR3234,36
2023-2-21,C1,11:14,AR3226,7
2023-2-21,M3,11:28,AR3234,85
2023-2-21,C2,12:22,AR3229,6
2023-2-21,M4,20:20,AR3234,112
2023-2-21,C4,21:18,AR3234,37
2023-2-21,C4,21:56,AR3231,20
2023-2-21,C4,00:22,AR3234,30
2023-2-22,C7,05:38,AR3234,116
2023-2-22,C1,10:38,AR3234,44
2023-2-22,C1,12:56,AR3234,36
2023-2-22,M2,13:56,AR3234,30
2023-2-22,C1,14:42,AR3234,27
2023-2-23,C1,00:52,,7
2023-2-23,C4,04:24,AR3234,55
2023-2-23,C1,05:34,AR3230,18
2023-2-23,C1,06:08,AR3230,9
2023-2-23,C7,06:14,,9
2023-2-23,C3,08:14,,8
2023-2-23,C6,09:30,AR3234,179
2023-2-23,C2,12:30,,15
2023-2-23,C2,14:40,AR3234,245
2023-2-23,C3,15:16,,13
2023-2-23,C4,18:22,,22
2023-2-23,C3,23:14,,13
2023-2-24,C4,06:18,AR3230,21
2023-2-24,C2,07:10,AR3235,28
2023-2-24,C1,07:18,AR3236,17
2023-2-24,C1,13:14,AR3236,31
2023-2-24,C7,17:18,AR3235,16
2023-2-24,M2,20:38,AR3229,115
2023-2-24,C3,23:06,AR3235,24
2023-2-25,C4,04:32,AR3229,12
2023-2-25,C5,15:42,AR3236,32
2023-2-25,M3,19:58,AR3229,158
2023-2-25,C1,22:08,AR3235,17
2023-2-26,C3,12:04,AR3235,22
2023-2-27,C2,10:30,AR3234,19
2023-2-28,C1,07:06,AR3234,29
2023-2-28,M6,17:54,AR3234,87
2023-2-28,C2,22:38,AR3234,65
2023-3-1,C4,01:48,AR3234,48
2023-3-1,C3,01:52,,12
2023-3-1,C2,03:24,AR3234,33
2023-3-1,C3,04:22,,16
2023-3-1,C1,06:56,AR3234,37
2023-3-1,C2,14:12,AR3236,56
2023-3-2,C3,04:54,AR3234,15
2023-3-2,C2,11:56,,31
2023-3-2,C1,16:32,AR3234,45
2023-3-2,M3,21:22,AR3234,40
2023-3-3,C4,02:28,,26
2023-3-3,M2,10:38,AR3234,168
2023-3-3,C5,15:20,,70
2023-3-3,X1,17:56,,86
2023-3-4,C1,00:20,,21
2023-3-4,C9,07:12,AR3243,19
2023-3-4,C1,07:28,AR3242,11
2023-3-4,C2,08:26,,63
2023-3-4,C2,12:40,,41
2023-3-4,C4,13:46,AR3242,11
2023-3-4,M2,16:20,,120
2023-3-4,C1,20:42,,32
2023-3-5,C3,02:56,,39
2023-3-5,C1,02:56,AR3238,7
2023-3-5,C2,03:56,AR3243,21
2023-3-5,C1,14:10,AR3243,61
2023-3-5,C1,17:02,AR3243,77
2023-3-5,C5,17:12,AR3242,33
2023-3-5,C1,19:42,AR3243,24
2023-3-5,M3,21:40,AR3243,47
2023-3-6,M3,02:48,AR3243,154
2023-3-6,C2,09:48,,63
2023-3-6,C2,12:26,AR3243,26
2023-3-6,C2,14:46,AR3241,19
2023-3-6,C2,15:26,AR3243,58
2023-3-6,C6,17:58,AR3242,49
2023-3-7,C2,02:48,AR3245,39
2023-3-7,C2,04:10,,16
2023-3-7,C1,18:02,AR3245,26
2023-3-8,C6,10:26,AR3242,46
2023-3-8,C2,19:50,AR3242,22
2023-3-8,C6,22:48,AR3245,16
2023-3-9,C1,00:58,AR3242,25
2023-3-9,C1,01:28,AR3248,21
2023-3-9,C1,15:02,AR3245,21
2023-3-9,C4,20:26,AR3245,22
2023-3-9,C1,23:34,,15
2023-3-10,C3,07:14,AR3245,26
2023-3-10,C2,10:14,AR3242,18
2023-3-10,C1,10:28,AR3245,18
2023-3-11,C2,01:08,AR3245,21
2023-3-12,C2,07:22,AR3250,16
2023-3-14,C2,06:12,AR3250,29
2023-3-14,C2,11:24,AR3250,16
2023-3-17,C2,06:54,,36
2023-3-17,C1,13:16,AR3254,7
2023-3-17,C3,14:32,,71
2023-3-17,C1,15:08,AR3254,9
2023-3-18,C1,00:40,AR3256,9
2023-3-18,C4,07:18,AR3256,9
2023-3-19,C2,06:38,AR3256,10
2023-3-19,C2,18:12,AR3256,7
2023-3-20,C8,02:14,AR3256,103
2023-3-20,C2,09:42,AR3256,16
2023-3-26,C1,15:06,AR3263,38
2023-3-26,C1,17:12,AR3259,10
2023-3-27,C2,06:40,AR3259,24
2023-3-27,C1,19:10,AR3258,28
2023-3-27,C1,20:42,AR3259,23
2023-3-29,M6,02:36,AR3256,36
2023-3-29,C2,04:10,AR3256,28
2023-3-29,C8,14:12,AR3256,24
2023-3-29,C3,16:20,AR3256,33
2023-3-29,C4,23:48,AR3256,25
2023-3-30,M3,07:40,,39
2023-3-30,C1,19:52,AR3262,29
2023-3-31,C3,09:12,AR3260,6
2023-3-31,C2,21:02,,16
2023-4-1,C5,03:34,,65
2023-4-6,C1,01:42,,27
2023-4-6,M2,06:02,,44
2023-4-6,C1,14:08,AR3270,21
2023-4-7,C2,23:36,AR3272,32
2023-4-8,M2,01:48,AR3272,13
2023-4-8,C1,02:18,AR3272,24
2023-4-8,C1,04:44,AR3272,8
2023-4-9,C6,06:20,AR3272,31
2023-4-9,C3,18:48,AR3272,26
2023-4-9,C1,21:26,,23
2023-4-10,C1,01:40,AR3272,14
2023-4-10,C9,05:26,,46
2023-4-10,C1,09:50,,12
2023-4-10,C3,13:54,AR3272,18
2023-4-10,C2,15:52,AR3272,14
2023-4-10,C2,17:44,,54
2023-4-10,C1,23:22,,16
2023-4-11,C3,03:10,AR3272,15
2023-4-11,C6,10:16,AR3272,15
2023-4-11,C1,14:46,AR3273,10
2023-4-11,C2,22:44,AR3272,29
